amount,hour_of_day,merchant_risk,device_trusted,international,card_present,transactions_last_24h,account_age_days,fraud
44.17,10,low,No,No,No,6,160,1
436.57,12,low,Yes,No,Yes,3,1632,0
287.39,19,low,Yes,No,No,2,413,0
196.02,3,low,No,No,Yes,4,1348,1
522.27,12,medium,Yes,No,No,1,924,0
100.49,7,high,Yes,No,No,0,1362,0
40.09,14,low,No,No,Yes,4,1402,0
208.5,21,low,Yes,Yes,Yes,5,603,0
245.27,18,low,Yes,No,Yes,3,185,0
363.17,7,medium,Yes,Yes,No,2,27,1
143.4,13,low,Yes,No,Yes,3,853,0
153.67,21,high,No,No,No,7,1446,1
322.5,19,high,No,No,No,4,1167,1
276.04,23,low,Yes,Yes,Yes,1,1386,0
187.7,23,medium,No,No,Yes,3,1522,1
277.1,19,medium,No,No,Yes,0,2187,1
231.13,17,low,Yes,No,No,3,711,0
136.86,13,low,No,No,No,11,68,1
139.08,22,low,Yes,No,Yes,6,1786,0
95.2,12,high,Yes,No,No,3,206,1
71.47,8,medium,No,No,Yes,2,873,0
284.11,0,low,Yes,No,Yes,1,1052,0
109.66,16,medium,Yes,No,No,4,2360,0
75.86,22,low,Yes,No,Yes,4,207,0
114.07,17,high,Yes,Yes,No,4,606,1
114.19,23,medium,Yes,No,No,2,1088,0
163.09,0,low,No,No,Yes,4,1210,1
269.57,6,low,Yes,No,Yes,6,1379,0
49.62,19,high,Yes,No,Yes,4,1753,0
91.25,14,medium,No,Yes,No,5,1105,1
202.01,3,medium,Yes,No,Yes,4,1834,0
94.86,21,medium,Yes,Yes,Yes,2,2294,0
127.42,16,low,Yes,Yes,Yes,4,414,0
387.51,21,low,Yes,No,Yes,2,1488,0
60.82,18,low,Yes,Yes,No,4,1073,0
350.16,7,high,No,No,Yes,5,1147,1
254.4,18,high,Yes,No,No,8,122,1
111.52,10,high,Yes,No,Yes,4,596,0
260.5,17,medium,Yes,No,No,6,520,1
274.02,7,medium,No,No,Yes,3,125,1
358.74,8,low,Yes,No,Yes,2,56,0
115.98,4,high,Yes,No,Yes,3,102,0
359.89,20,low,No,No,No,4,1608,1
217.61,6,low,Yes,No,Yes,4,253,0
220.39,6,low,No,No,Yes,2,1844,0
104.94,21,medium,Yes,No,No,1,1295,0
599.57,2,low,No,Yes,Yes,2,1777,1
277.61,18,high,Yes,No,Yes,6,2135,1
303.47,21,medium,Yes,No,No,3,1368,0
103.19,23,high,Yes,No,Yes,4,739,0
231.19,11,high,Yes,No,Yes,10,242,1
95.33,16,high,Yes,Yes,No,3,2214,0
184.57,8,high,Yes,Yes,Yes,2,504,0
104.6,4,low,Yes,Yes,Yes,2,1645,0
130.58,0,low,Yes,No,No,3,132,0
245.06,15,low,Yes,No,Yes,2,778,0
259.73,1,low,Yes,Yes,No,4,937,0
167.56,7,low,No,No,No,1,2234,0
197.8,8,medium,Yes,No,No,4,454,0
37.0,9,medium,Yes,No,Yes,7,467,0
658.38,4,high,No,No,Yes,2,1793,1
185.91,13,low,Yes,No,Yes,9,48,1
466.41,18,medium,Yes,No,Yes,2,1902,1
357.05,1,high,Yes,No,Yes,3,2197,1
155.04,13,low,Yes,No,No,2,113,0
52.88,20,medium,Yes,No,Yes,4,2129,0
291.12,2,medium,Yes,No,No,3,876,0
320.77,8,low,Yes,Yes,No,2,1414,1
148.43,13,medium,Yes,No,No,4,1343,0
57.26,20,high,No,No,No,4,1505,0
328.67,6,low,Yes,No,No,2,1708,0
57.13,8,medium,Yes,No,No,4,1622,1
267.42,8,low,Yes,No,Yes,2,617,0
380.27,15,low,Yes,Yes,Yes,1,501,1
80.36,17,medium,Yes,No,No,4,1470,0
123.46,20,low,Yes,No,Yes,4,1431,0
284.06,5,low,Yes,No,No,3,47,0
36.35,0,low,Yes,Yes,No,2,551,0
44.57,4,low,No,No,Yes,3,15,0
196.92,9,medium,No,No,Yes,3,1437,0
94.9,10,medium,Yes,No,No,2,294,0
222.83,11,low,Yes,No,No,4,330,0
289.14,10,low,No,No,Yes,1,1548,1
122.69,19,high,No,No,No,6,91,1
303.44,23,medium,Yes,No,No,3,924,0
68.14,21,medium,Yes,No,Yes,4,1203,0
431.76,5,low,No,No,Yes,3,162,1
23.73,0,medium,Yes,Yes,Yes,5,1620,0
135.56,3,high,Yes,No,No,2,693,0
225.94,9,medium,No,Yes,Yes,7,1578,1
306.18,11,medium,No,Yes,Yes,2,2139,0
419.23,8,low,Yes,No,No,3,1752,0
93.76,5,medium,No,No,No,4,506,1
229.13,9,low,Yes,No,Yes,3,400,0
40.95,18,medium,No,No,Yes,3,1124,0
192.69,7,high,Yes,No,Yes,4,1033,1
351.11,8,medium,Yes,No,No,3,1843,1
38.95,14,medium,Yes,No,No,3,2125,0
266.93,20,high,No,No,No,6,1370,0
548.34,16,low,Yes,No,No,5,1445,1
341.0,2,medium,Yes,No,No,2,927,1
75.44,15,medium,Yes,No,No,2,1896,0
267.29,6,low,No,No,Yes,2,930,0
100.41,2,medium,Yes,No,Yes,3,374,0
57.38,13,high,Yes,No,Yes,3,1003,0
318.85,21,low,Yes,No,No,4,630,0
56.81,21,high,Yes,No,No,2,1484,0
175.65,10,low,Yes,Yes,Yes,1,1493,0
30.52,21,medium,No,Yes,Yes,4,1884,1
142.62,7,high,Yes,No,No,2,2154,0
403.53,18,high,No,No,Yes,2,688,1
258.31,14,low,Yes,No,Yes,5,2026,0
176.13,15,low,Yes,Yes,Yes,2,1463,0
201.35,10,high,Yes,No,No,7,423,1
122.98,21,high,Yes,No,Yes,7,1016,1
30.82,14,medium,Yes,No,Yes,6,1192,0
546.85,12,low,Yes,No,Yes,4,1737,1
237.43,10,medium,Yes,Yes,No,2,1439,1
477.74,1,high,No,No,No,5,1823,1
175.89,6,medium,Yes,Yes,Yes,1,1789,0
301.26,15,medium,Yes,No,No,2,1014,1
216.52,15,medium,Yes,No,Yes,3,677,0
94.22,13,medium,Yes,No,No,2,1422,0
169.03,16,high,Yes,Yes,No,2,1692,0
367.31,8,medium,Yes,No,Yes,1,2235,0
470.8,18,medium,Yes,No,Yes,5,128,1
77.73,14,low,Yes,No,No,8,1520,0
302.64,2,high,Yes,Yes,No,4,804,1
184.0,1,low,No,No,No,3,342,1
66.57,17,high,No,Yes,No,5,1995,1
159.66,8,low,Yes,No,No,9,2084,0
130.18,13,low,Yes,No,Yes,1,797,0
215.97,5,low,Yes,No,No,3,2053,0
281.26,23,medium,Yes,Yes,Yes,4,1479,1
124.32,18,low,No,No,No,5,995,0
96.56,21,medium,Yes,No,No,5,2176,0
184.17,0,low,No,No,No,4,1722,1
153.86,22,low,Yes,No,Yes,4,1084,0
214.09,11,high,Yes,Yes,Yes,2,1235,1
212.42,1,low,Yes,No,Yes,2,2109,0
36.61,11,low,Yes,Yes,No,6,506,1
439.42,3,high,Yes,Yes,Yes,7,159,1
348.66,4,medium,No,No,No,2,453,1
302.4,10,medium,Yes,Yes,No,4,1154,1
130.23,20,high,No,Yes,No,5,1909,1
426.97,15,low,No,No,No,6,1652,1
464.34,0,medium,Yes,No,Yes,5,2238,1
271.61,22,low,Yes,No,No,4,133,0
275.0,9,low,No,No,Yes,1,1030,0
320.27,6,high,No,No,Yes,3,1622,1
300.6,14,medium,Yes,No,Yes,1,1533,0
296.46,9,medium,Yes,No,Yes,3,2053,0
83.32,2,high,Yes,Yes,No,2,2092,1
191.4,21,low,Yes,No,Yes,4,2115,0
1047.91,7,medium,No,Yes,No,3,861,0
196.11,12,low,No,No,No,4,1723,0
30.09,15,medium,Yes,No,Yes,2,395,1
201.04,14,low,Yes,No,No,2,1618,0
22.07,13,medium,No,Yes,Yes,6,1579,1
209.79,9,low,Yes,No,Yes,2,866,0
394.35,10,medium,Yes,No,No,6,516,0
269.13,19,medium,Yes,No,Yes,4,921,0
138.01,23,low,Yes,No,No,2,2100,1
285.52,3,high,Yes,No,Yes,4,197,1
268.32,0,medium,Yes,No,No,2,2115,0
105.98,1,high,Yes,Yes,Yes,5,265,1
149.66,8,medium,No,Yes,Yes,3,87,1
276.94,9,low,No,No,Yes,4,2351,1
46.59,20,low,No,No,Yes,1,579,0
244.19,22,high,Yes,No,No,5,993,1
134.74,8,low,Yes,No,No,0,474,0
148.8,15,medium,Yes,No,No,4,298,0
209.42,20,high,Yes,No,Yes,1,2005,1
212.54,14,medium,Yes,No,No,6,2123,1
404.6,21,high,No,No,Yes,1,875,1
179.54,4,medium,Yes,Yes,No,1,2084,1
49.45,16,medium,Yes,No,No,5,1093,0
251.02,22,medium,Yes,Yes,Yes,2,823,1
558.18,21,high,No,Yes,No,3,1375,1
294.66,21,low,Yes,No,Yes,4,150,0
74.9,14,high,Yes,No,Yes,6,700,1
598.77,4,low,Yes,No,Yes,4,973,0
171.92,11,high,No,No,Yes,3,2348,1
267.33,4,low,Yes,No,No,3,51,0
81.63,10,high,No,No,No,5,360,1
416.34,17,medium,Yes,No,Yes,7,644,1
73.5,18,medium,Yes,Yes,Yes,5,2180,0
571.01,13,low,Yes,Yes,No,5,1727,0
125.32,17,low,No,No,No,2,1111,0
250.91,22,medium,Yes,No,No,2,563,1
263.8,14,low,Yes,No,Yes,1,814,0
170.8,12,medium,Yes,Yes,Yes,2,413,1
188.55,20,medium,Yes,No,Yes,1,403,1
155.14,4,low,Yes,Yes,No,7,310,1
196.08,5,low,Yes,Yes,Yes,5,1981,0
129.12,19,medium,No,No,No,4,641,0
118.96,18,medium,Yes,No,No,3,1216,0
35.84,7,medium,Yes,Yes,Yes,3,2249,1
153.04,5,medium,Yes,No,Yes,7,1792,0
114.52,23,medium,No,Yes,Yes,5,2243,1
223.09,14,high,Yes,No,Yes,3,972,1
99.35,0,medium,No,No,No,8,458,1
119.63,4,high,Yes,No,Yes,2,1033,0
189.19,0,low,Yes,No,No,4,947,0
72.46,19,high,Yes,Yes,Yes,2,1977,1
151.04,21,low,No,Yes,Yes,4,290,0
396.38,1,low,Yes,Yes,Yes,5,1772,1
75.97,14,medium,Yes,Yes,Yes,2,1935,0
882.73,12,low,Yes,No,Yes,2,2223,0
302.05,13,low,Yes,No,Yes,3,1570,0
146.81,23,medium,Yes,Yes,Yes,4,2290,1
211.48,7,medium,No,No,Yes,2,1846,1
91.29,21,high,Yes,No,Yes,4,2096,0
81.29,7,low,No,No,Yes,2,2235,0
515.67,4,medium,Yes,No,No,6,1684,1
116.17,0,high,No,No,Yes,5,2092,0
143.81,6,high,Yes,No,No,7,160,1
132.41,8,high,No,Yes,Yes,3,277,1
131.42,11,medium,No,No,No,5,1372,1
111.05,14,low,Yes,No,Yes,2,1686,0
180.23,1,low,Yes,No,Yes,3,2379,0
95.44,22,medium,No,No,No,2,969,0
105.21,15,high,No,No,Yes,3,2051,0
70.77,3,high,Yes,Yes,No,4,2152,0
277.09,9,medium,No,Yes,Yes,6,199,1
279.96,2,medium,Yes,No,No,5,1804,1
718.81,17,low,Yes,Yes,Yes,2,1121,1
70.33,6,low,No,No,Yes,6,1326,0
65.09,23,low,Yes,No,No,4,1466,0
839.29,5,high,No,No,No,5,1694,1
24.5,12,low,No,No,Yes,6,1493,0
99.14,4,medium,No,Yes,No,3,2253,1
245.04,7,low,Yes,No,Yes,3,1406,0
229.12,9,medium,No,Yes,No,4,206,1
41.89,12,medium,Yes,No,No,4,996,0
294.94,11,high,Yes,No,Yes,5,504,0
234.08,19,medium,Yes,No,Yes,7,1920,1
311.06,3,high,No,Yes,Yes,3,234,1
287.5,22,medium,Yes,Yes,No,1,1172,1
174.54,22,low,Yes,Yes,Yes,1,587,0
55.69,14,medium,No,No,No,4,479,1
604.3,7,low,No,No,No,1,590,0
24.14,22,medium,No,Yes,No,1,1390,1
111.67,18,high,Yes,No,No,2,1028,0
166.42,21,high,No,Yes,Yes,5,928,1
20.17,23,low,Yes,No,Yes,3,1593,0
364.59,0,low,Yes,Yes,No,6,1182,1
198.09,15,high,Yes,No,Yes,1,1913,0
103.81,2,medium,Yes,No,Yes,3,2312,0
105.74,0,low,Yes,Yes,Yes,3,1840,0
237.56,13,low,Yes,No,Yes,3,1547,0
54.24,5,medium,Yes,No,No,3,2123,0
176.22,0,low,Yes,Yes,Yes,5,2127,0
267.54,11,low,Yes,No,No,3,2213,0
154.82,15,medium,No,No,Yes,2,1217,0
551.94,20,high,No,No,Yes,4,709,0
142.86,6,low,No,No,Yes,5,2163,0
67.05,15,high,Yes,No,Yes,3,2192,1
102.88,20,high,Yes,No,No,3,842,0
134.99,3,medium,Yes,Yes,Yes,4,1412,0
68.8,23,high,No,Yes,Yes,8,1402,1
312.33,8,low,Yes,Yes,Yes,4,960,0
131.55,6,medium,No,No,Yes,2,1462,0
188.37,20,high,Yes,No,Yes,3,1376,1
250.49,8,medium,Yes,Yes,Yes,4,178,0
119.29,9,low,Yes,No,Yes,4,2179,0
246.58,1,low,Yes,No,Yes,3,879,0
182.67,6,medium,Yes,No,Yes,3,1835,0
358.82,19,low,No,Yes,No,2,2292,1
27.44,6,medium,Yes,No,Yes,3,1477,0
335.01,4,medium,No,No,No,7,438,1
358.09,3,low,Yes,No,Yes,5,1237,1
252.62,3,medium,Yes,No,Yes,0,1214,0
98.21,1,high,No,No,Yes,3,1121,0
267.06,19,high,No,Yes,Yes,5,2386,1
286.26,16,low,Yes,No,Yes,3,2138,0
277.27,0,high,Yes,No,Yes,4,395,0
205.63,13,high,Yes,No,Yes,4,2396,0
125.53,23,high,Yes,No,Yes,2,764,0
18.07,21,medium,Yes,No,Yes,3,2187,0
106.92,10,medium,No,Yes,Yes,7,147,0
429.53,12,high,Yes,No,No,2,779,1
343.94,1,medium,Yes,No,Yes,4,330,0
28.6,21,low,No,No,Yes,4,47,0
208.94,0,medium,Yes,No,No,3,48,1
119.66,4,high,No,Yes,Yes,3,404,1
372.17,12,medium,Yes,No,No,1,1626,1
311.75,2,low,No,No,No,3,558,1
166.79,16,high,Yes,Yes,Yes,6,2211,1
191.17,22,low,Yes,No,Yes,4,2277,1
28.1,23,medium,Yes,No,Yes,5,2309,0
492.53,1,low,No,No,No,3,1191,1
258.17,0,low,Yes,No,No,6,1717,0
114.97,11,high,Yes,No,Yes,5,1118,0
601.9,9,low,No,No,No,3,1969,0
198.97,4,high,Yes,No,No,2,1163,1
348.53,22,high,Yes,No,Yes,5,1892,0
263.75,2,low,No,Yes,No,7,59,1
127.74,16,low,No,No,Yes,3,332,0
657.11,17,high,Yes,No,Yes,4,753,0
303.22,0,medium,Yes,Yes,No,2,1753,1
262.29,13,high,Yes,Yes,Yes,6,144,1
403.69,16,high,Yes,No,Yes,4,1791,1
20.31,0,low,Yes,No,No,1,782,0
237.75,11,high,No,No,No,1,2076,1
251.06,16,high,Yes,No,Yes,2,2326,0
135.52,20,low,No,No,No,6,1511,0
81.05,20,medium,Yes,No,Yes,1,507,0
294.58,10,high,Yes,Yes,No,5,853,1
171.77,20,low,Yes,Yes,No,5,367,1
124.22,1,medium,Yes,No,Yes,3,1385,0
223.25,11,medium,Yes,No,No,2,1649,0
187.97,6,medium,Yes,Yes,No,4,712,1
306.99,23,medium,No,No,No,1,2127,1
133.95,13,high,Yes,No,No,3,1960,0
291.83,11,high,No,Yes,Yes,3,589,1
331.47,8,low,Yes,No,No,3,941,0
234.77,18,low,Yes,No,Yes,6,1084,0
86.62,5,medium,No,No,Yes,5,1386,0
140.6,6,low,No,No,No,4,2240,0
237.19,3,low,Yes,Yes,Yes,4,992,1
82.77,18,high,No,Yes,Yes,8,1302,1
39.09,8,low,Yes,No,No,5,604,0
344.1,3,medium,Yes,Yes,Yes,2,1361,1
156.07,9,high,Yes,No,Yes,3,184,0
211.81,0,low,No,No,Yes,7,1241,1
57.77,8,high,Yes,No,No,4,2316,0
274.54,2,medium,No,No,No,4,1911,1
239.74,3,high,Yes,No,Yes,2,1136,1
88.83,8,low,Yes,No,Yes,3,101,0
147.14,19,medium,Yes,No,No,1,767,0
162.0,6,medium,Yes,No,Yes,6,464,0
73.59,22,low,Yes,No,Yes,2,545,0
558.67,11,low,No,No,No,4,1271,0
63.51,7,high,Yes,No,Yes,5,268,0
41.44,19,high,No,No,Yes,1,44,0
251.46,9,low,Yes,No,Yes,2,1619,0
173.24,22,low,No,Yes,No,3,1954,1
267.11,8,medium,Yes,No,No,3,1231,0
109.88,6,medium,Yes,No,Yes,5,2286,0
164.81,18,low,No,No,Yes,3,845,0
250.27,7,low,No,No,Yes,4,2138,0
540.01,22,low,No,No,Yes,5,1036,1
309.51,3,medium,Yes,No,No,7,2172,1
40.97,7,high,Yes,No,No,2,117,0
147.86,20,high,No,No,Yes,2,1868,0
154.32,19,medium,No,Yes,No,4,1592,0
324.51,19,medium,Yes,No,Yes,4,346,1
412.81,5,high,Yes,No,No,3,605,1
108.35,15,low,Yes,Yes,Yes,8,592,0
44.23,8,low,No,No,No,4,1019,0
61.22,2,high,No,No,Yes,1,1407,1
280.81,6,low,Yes,No,No,2,2182,0
429.16,10,medium,Yes,No,Yes,5,2000,1
149.62,1,medium,Yes,No,No,3,901,1
351.76,15,medium,Yes,Yes,Yes,4,59,1
36.78,7,high,Yes,No,Yes,3,1232,0
102.87,5,low,Yes,No,No,4,1476,1
105.36,13,low,No,No,No,4,528,1
213.68,16,medium,No,No,No,2,2183,1
926.28,0,medium,No,No,Yes,8,299,1
411.21,18,low,No,No,No,8,1801,1
98.28,6,high,Yes,No,Yes,6,1758,0
338.07,6,medium,No,No,No,6,1087,1
160.37,2,low,Yes,No,Yes,0,2000,0
85.93,16,high,No,No,No,3,210,1
276.03,6,high,Yes,Yes,Yes,1,131,1
344.41,20,low,No,Yes,Yes,4,247,1
344.87,1,medium,No,Yes,Yes,7,1103,1
219.25,16,low,No,No,No,6,1467,1
175.47,8,medium,Yes,No,No,6,586,0
382.86,8,medium,Yes,No,No,3,1896,1
288.32,1,low,Yes,Yes,No,1,2268,1
45.44,10,high,Yes,Yes,Yes,7,1261,1
422.81,4,medium,No,Yes,Yes,2,1105,1
84.08,16,medium,Yes,No,Yes,6,542,0
52.06,13,high,No,Yes,Yes,5,652,1
281.36,14,medium,No,No,Yes,4,1174,1
82.41,7,high,Yes,Yes,No,5,346,0
95.53,12,medium,Yes,No,Yes,4,1760,0
203.67,16,medium,Yes,No,Yes,0,2353,1
80.65,15,medium,Yes,Yes,No,7,681,0
146.98,17,low,Yes,No,Yes,3,1080,0
132.19,2,high,Yes,Yes,Yes,3,463,0
235.18,12,high,Yes,No,No,4,267,1
185.68,19,low,Yes,No,No,5,1387,0
56.79,0,medium,Yes,No,No,7,592,1
159.43,17,low,No,No,Yes,3,2040,0
209.96,5,high,Yes,No,No,2,969,1
615.93,7,low,Yes,Yes,Yes,3,606,0
94.03,14,high,Yes,No,Yes,4,831,0
8.17,14,medium,No,No,No,3,1095,0
152.07,19,medium,Yes,No,Yes,4,1569,0
42.69,14,medium,Yes,No,No,4,1036,0
141.92,18,low,Yes,No,Yes,4,1621,0
262.43,8,high,No,No,Yes,1,2326,1
294.16,0,medium,Yes,No,Yes,5,298,1
193.61,16,high,Yes,No,Yes,1,1236,1
236.14,20,low,Yes,No,Yes,2,165,0
301.27,1,low,Yes,No,Yes,4,998,0
565.04,15,low,No,No,Yes,4,1807,1
214.96,11,low,Yes,No,Yes,4,2089,0
242.0,23,high,Yes,No,Yes,4,1045,0
402.66,8,low,Yes,No,No,5,360,1
190.49,17,low,Yes,No,Yes,0,759,0
59.47,16,low,Yes,No,Yes,2,461,0
139.07,5,medium,No,No,No,5,2191,1
129.81,13,low,No,No,Yes,2,1598,1
256.23,7,high,No,Yes,Yes,2,1206,1
238.21,16,high,No,No,No,4,365,1
117.35,19,medium,No,No,No,1,1493,0
81.06,15,low,Yes,No,No,8,1606,0
113.31,23,low,Yes,No,Yes,3,2015,0
74.12,18,low,No,No,Yes,7,1343,0
12.09,19,low,Yes,No,No,0,1935,0
69.02,6,medium,Yes,No,Yes,5,1468,0
96.5,21,high,Yes,Yes,Yes,2,2378,0
470.88,6,medium,Yes,No,No,1,2169,0
394.19,9,low,Yes,Yes,No,1,1247,1
213.23,3,low,No,Yes,Yes,3,1211,1
143.36,6,high,Yes,No,No,5,610,0
386.11,12,low,No,No,No,0,94,1
206.3,18,medium,No,Yes,Yes,3,2397,1
305.85,9,medium,Yes,No,Yes,2,1621,0
225.83,0,high,Yes,No,No,3,137,1
115.14,11,low,No,No,No,6,1481,0
224.45,8,high,Yes,No,Yes,1,1699,0
108.92,16,medium,Yes,Yes,No,5,828,1
116.89,19,high,Yes,No,Yes,1,581,0
103.19,10,low,Yes,No,No,5,1854,0
278.57,14,high,No,No,Yes,6,328,1
208.25,15,low,Yes,No,Yes,1,1666,1
284.09,21,high,Yes,No,Yes,0,2242,0
203.48,14,medium,No,No,Yes,4,1191,1
47.41,2,medium,Yes,No,Yes,4,1282,0
137.66,11,medium,No,No,No,0,2128,1
131.98,22,low,Yes,Yes,No,5,1526,1
140.66,20,low,Yes,Yes,Yes,3,1716,0
215.88,13,low,Yes,No,Yes,4,204,0
274.05,10,low,Yes,Yes,Yes,5,1315,1
369.99,21,medium,No,Yes,No,6,808,1
162.43,17,low,Yes,No,No,1,706,0
77.78,3,low,Yes,No,Yes,4,1294,0
656.46,12,low,Yes,No,No,2,457,1
98.81,6,medium,Yes,No,Yes,4,1197,0
65.62,17,low,Yes,No,No,3,102,0
210.72,20,high,Yes,No,Yes,2,315,0
132.05,15,medium,Yes,No,Yes,1,292,0
531.71,6,low,Yes,No,Yes,6,1535,1
75.88,16,low,No,No,Yes,4,2077,0
450.7,0,medium,No,No,Yes,7,1677,1
179.83,10,low,No,No,Yes,4,710,0
73.5,14,medium,No,No,Yes,3,2048,0
59.76,16,medium,Yes,No,Yes,3,377,0
435.17,20,low,Yes,No,No,2,1828,1
265.7,0,medium,Yes,No,Yes,8,1833,1
232.67,0,high,No,Yes,No,2,1614,1
10.18,21,high,Yes,No,No,4,1079,0
271.81,6,low,Yes,No,Yes,5,357,0
100.3,19,medium,No,Yes,No,5,1746,1
244.46,7,low,No,No,No,8,431,1
324.39,16,low,Yes,No,Yes,4,633,0
91.13,14,low,Yes,No,No,3,1942,0
10.31,12,low,Yes,Yes,No,6,1603,1
205.17,12,low,Yes,No,No,6,614,0
3.84,20,medium,Yes,No,Yes,2,1072,0
48.9,6,medium,No,Yes,No,4,745,1
97.06,11,low,Yes,Yes,Yes,4,808,1
415.1,12,high,Yes,No,No,5,813,1
191.8,7,medium,Yes,No,No,4,2272,1
179.18,9,medium,No,No,Yes,4,905,0
284.36,7,low,No,No,Yes,5,330,1
68.71,16,low,Yes,No,No,0,1253,0
102.48,10,medium,Yes,No,Yes,4,839,0
265.6,1,high,Yes,No,No,6,2237,0
182.62,22,medium,Yes,Yes,No,4,498,1
328.08,23,medium,Yes,No,No,1,1693,0
82.94,3,low,Yes,Yes,Yes,5,560,0
432.64,4,low,Yes,No,No,2,2165,0
268.04,0,low,No,Yes,Yes,2,666,1
6.47,18,low,Yes,Yes,Yes,4,1314,0
116.87,5,medium,Yes,No,Yes,3,1181,0
212.66,13,high,Yes,No,No,6,2154,1
327.72,16,low,Yes,Yes,No,5,985,1
71.9,21,low,Yes,No,No,4,1115,0
190.75,18,low,Yes,No,Yes,2,326,0
278.48,14,medium,No,No,No,1,1020,1
22.07,17,high,Yes,No,No,2,650,1
437.51,0,low,Yes,Yes,No,4,489,1
66.74,15,medium,Yes,Yes,Yes,6,986,1
40.64,20,low,Yes,No,No,2,224,0
328.25,10,medium,Yes,No,No,4,1063,0
469.42,5,high,Yes,Yes,No,0,2370,1
136.21,1,low,No,No,No,4,738,0
164.17,2,high,Yes,No,Yes,2,1930,0
267.2,0,high,No,No,Yes,3,1301,1
466.63,23,medium,Yes,Yes,Yes,7,1037,1
679.77,12,high,No,No,No,6,2383,1
298.75,1,low,No,No,Yes,4,1648,1
205.91,22,low,Yes,No,No,3,2248,0
131.43,8,low,Yes,No,No,2,379,0
207.96,6,low,No,No,Yes,2,1517,1
165.79,8,medium,Yes,No,Yes,1,540,0
276.81,2,low,Yes,No,No,5,1729,0
67.55,6,high,No,No,Yes,3,1335,0
101.45,22,medium,Yes,No,Yes,5,2204,0
283.68,3,medium,No,No,No,1,2308,1
199.55,8,high,Yes,Yes,Yes,2,1675,1
106.36,12,high,No,No,Yes,4,195,1
376.54,21,high,No,No,Yes,4,1301,1
159.27,15,low,No,No,No,3,493,0
239.6,12,low,No,No,Yes,4,1924,0
68.18,21,medium,Yes,No,No,4,1949,0
249.23,4,low,Yes,Yes,Yes,5,436,1
132.85,23,low,Yes,No,No,0,1422,0
39.48,8,high,Yes,No,No,4,898,0
467.9,2,high,Yes,No,Yes,1,2202,1
208.92,7,low,Yes,Yes,Yes,1,592,0
178.75,7,low,No,No,Yes,2,300,0
23.92,12,medium,Yes,Yes,No,2,2316,1
71.45,6,low,No,No,No,1,1459,0
165.13,20,high,Yes,No,Yes,6,570,1
169.48,13,medium,Yes,Yes,Yes,5,418,0
199.45,21,low,No,Yes,No,3,1605,1
320.34,13,medium,Yes,No,No,4,2192,1
222.18,8,high,Yes,No,Yes,0,2323,0
24.76,11,high,Yes,No,No,5,137,1
116.92,19,medium,No,Yes,Yes,5,2359,1
242.03,19,high,Yes,No,Yes,6,1674,0
557.81,16,medium,Yes,No,No,1,619,0
65.81,8,low,Yes,No,Yes,5,374,0
479.08,14,high,Yes,No,Yes,4,1439,1
32.36,3,high,Yes,No,No,3,1581,0
228.74,7,medium,Yes,Yes,No,5,575,1
318.11,18,medium,Yes,No,No,3,2251,0
219.79,13,medium,No,No,Yes,4,1174,1
206.78,12,low,Yes,No,No,3,1930,0
29.33,4,low,No,No,Yes,4,305,0
226.41,12,high,No,No,Yes,5,390,1
185.48,23,low,No,Yes,Yes,1,1912,1
36.22,7,high,Yes,No,No,5,1380,0
60.31,4,low,Yes,No,No,1,1861,0
139.56,17,high,Yes,No,No,3,1298,0
308.15,6,low,Yes,Yes,No,9,1307,1
339.43,19,medium,No,Yes,No,3,1179,1
582.85,0,low,No,No,No,4,1761,1
311.56,3,low,Yes,No,No,4,43,1
52.74,13,low,Yes,No,Yes,2,208,0
123.18,0,low,Yes,No,No,4,640,0
419.32,13,medium,Yes,Yes,Yes,1,908,1
356.28,5,low,No,No,No,7,1241,1
110.85,2,low,Yes,No,Yes,2,1338,0
367.35,22,high,No,No,No,2,810,1
99.98,5,medium,Yes,No,Yes,1,1368,0
192.66,1,low,Yes,Yes,No,5,112,1
81.0,20,medium,Yes,No,No,2,1034,0
105.32,10,high,Yes,No,Yes,4,1018,0
433.82,18,low,Yes,Yes,No,2,1825,1
86.62,21,medium,No,No,Yes,2,513,0
263.84,6,high,Yes,No,No,5,370,1
56.92,1,high,Yes,No,No,4,1139,0
165.24,19,low,No,No,Yes,5,900,0
59.12,20,low,Yes,No,Yes,1,1687,0
336.61,2,low,Yes,No,No,5,1014,1
200.65,17,high,No,No,No,3,1532,1
239.49,15,low,No,No,Yes,4,478,0
259.4,13,low,Yes,Yes,Yes,3,1568,0
176.73,19,medium,Yes,No,No,2,1361,0
458.29,6,high,Yes,Yes,No,2,132,1
290.25,23,medium,Yes,No,No,2,2154,0
129.27,17,low,Yes,Yes,No,3,1116,0
212.84,14,medium,No,No,No,1,1666,1
134.89,18,high,Yes,Yes,Yes,2,1123,0
337.24,16,low,Yes,No,Yes,3,2229,0
276.48,17,low,No,Yes,Yes,5,1752,1
237.67,16,medium,No,No,Yes,3,2144,0
103.7,12,low,Yes,Yes,Yes,2,1583,0
134.21,5,medium,Yes,No,No,5,672,1
241.27,6,low,No,Yes,No,4,1315,1
122.94,23,low,Yes,Yes,Yes,0,1940,0
474.34,3,high,Yes,Yes,No,4,1565,1
93.4,21,medium,Yes,Yes,Yes,2,2116,1
339.29,3,low,No,No,Yes,5,1944,1
